x_parameter,dataset,competitor,metric
0.3,MelbournePedestrian,proba_threshold,2.150120037794164
0.3,ParkingBirmingham_eq,dqn,7.042260660693072
0.3,ParkingBirmingham_eq,dqn_sr,7.120883306036927
0.3,ParkingBirmingham_eq,stopping_rule,6.87395341199497
0.3,ParkingBirmingham_eq,proba_threshold,6.87395341199497
0.3,PLAID,dqn,1.5474062187356847
0.3,PLAID,dqn_sr,1.5471546954718125
0.3,PLAID,stopping_rule,1.6637910645434033
0.3,PLAID,proba_threshold,1.7068963916126674
0.3,PrecipitationAndalusia_nmv,dqn,5.349527322035644
0.3,PrecipitationAndalusia_nmv,dqn_sr,4.92378496992948
0.3,PrecipitationAndalusia_nmv,stopping_rule,4.606985558580629
0.3,PrecipitationAndalusia_nmv,proba_threshold,5.258272810607342
0.3,Rock,dqn,5.2252472449662
0.3,Rock,dqn_sr,5.390881641096435
0.3,Rock,stopping_rule,1.8559709111778138
0.3,Rock,proba_threshold,5.36285270590818
0.3,SemgHandGenderCh2,dqn,5.249515834473023
0.3,SemgHandGenderCh2,dqn_sr,4.867958015358088
0.3,SemgHandGenderCh2,stopping_rule,3.7660128097490135
0.3,SemgHandGenderCh2,proba_threshold,5.2343720777225
0.3,SmoothSubspace,dqn,6.076549473614968
0.3,SmoothSubspace,dqn_sr,6.076549473614968
0.3,SmoothSubspace,stopping_rule,6.076549473614968
0.3,SmoothSubspace,proba_threshold,6.076549473614968
0.3,SolarRadiationAndalusia_nmv,dqn,6.978735242827724
0.3,SolarRadiationAndalusia_nmv,dqn_sr,6.978735242827724
0.3,SolarRadiationAndalusia_nmv,stopping_rule,6.982103853438485
0.3,SolarRadiationAndalusia_nmv,proba_threshold,6.978735242827724
0.3,SteamPredictor,dqn,7.78265628628837
0.3,SteamPredictor,dqn_sr,6.91627705482808
0.3,SteamPredictor,stopping_rule,6.6738950012834675
0.3,SteamPredictor,proba_threshold,6.91627705482808
0.3,TetuanEnergyConsumption,dqn,6.909539310964966
0.3,TetuanEnergyConsumption,dqn_sr,6.909539310964966
0.3,TetuanEnergyConsumption,stopping_rule,6.909539310964966
0.3,TetuanEnergyConsumption,proba_threshold,6.909539310964966
0.3,UMD,dqn,6.097873930129456
0.3,UMD,dqn_sr,4.898526872753513
0.3,UMD,stopping_rule,6.547086819817235
0.3,UMD,proba_threshold,6.0417633625202285
0.3,WindTurbinePower,dqn,5.779406065719006
0.3,WindTurbinePower,dqn_sr,5.947324918907912
0.3,WindTurbinePower,stopping_rule,5.662110726052882
0.3,WindTurbinePower,proba_threshold,6.880647265510419
0.4,AcousticContaminationMadrid_nmv,dqn,8.053490450814472
0.4,AcousticContaminationMadrid_nmv,dqn_sr,8.033637499756752
0.4,AcousticContaminationMadrid_nmv,stopping_rule,8.011531197691722
0.4,AcousticContaminationMadrid_nmv,proba_threshold,8.011531197691722
0.4,AluminiumConcentration,dqn,8.459341532014427
0.4,AluminiumConcentration,dqn_sr,8.10236783610444
0.4,AluminiumConcentration,stopping_rule,8.094570057660158
0.4,AluminiumConcentration,proba_threshold,8.798915877582521
0.4,BitcoinSentiment,dqn,6.536679560573243
0.4,BitcoinSentiment,dqn_sr,6.536679560573243
0.4,BitcoinSentiment,stopping_rule,6.5470341308272575
0.4,BitcoinSentiment,proba_threshold,6.536679560573243
0.4,BME,dqn,1.1408972211536215
0.4,BME,dqn_sr,1.1876050037908448
0.4,BME,stopping_rule,1.1675319920450116
0.4,BME,proba_threshold,1.1542146065993164
0.4,ChilledWaterPredictor,dqn,8.829168130229077
0.4,ChilledWaterPredictor,dqn_sr,7.69595433646646
0.4,ChilledWaterPredictor,stopping_rule,7.929292225387541
0.4,ChilledWaterPredictor,proba_threshold,7.476365275234495
0.4,Chinatown,dqn,3.031217194981844
0.4,Chinatown,dqn_sr,4.9506166859479475
0.4,Chinatown,stopping_rule,3.224296097383131
0.4,Chinatown,proba_threshold,3.1190605775217897
0.4,Crop,dqn,2.042955267088991
0.4,Crop,dqn_sr,1.9664732087350831
0.4,Crop,stopping_rule,2.20390656631556
0.4,Crop,proba_threshold,2.052508432938219
0.4,DhakaHourlyAirQuality,dqn,3.5834750395743367
0.4,DhakaHourlyAirQuality,dqn_sr,3.7028065466271283
0.4,DhakaHourlyAirQuality,stopping_rule,3.7309211064669614
0.4,DhakaHourlyAirQuality,proba_threshold,3.7309211064669614
0.4,DodgerLoopDay,dqn,4.434391390984607
0.4,DodgerLoopDay,dqn_sr,4.46265647743343
0.4,DodgerLoopDay,stopping_rule,2.8318669663746436
0.4,DodgerLoopDay,proba_threshold,4.509163854007313
0.4,ElectricityPredictor,dqn,8.833724949797949
0.4,ElectricityPredictor,dqn_sr,8.833724949797949
0.4,ElectricityPredictor,stopping_rule,8.833724949797949
0.4,ElectricityPredictor,proba_threshold,8.833724949797949
0.4,EOGVerticalSignal,dqn,3.0075930931593002
0.4,EOGVerticalSignal,dqn_sr,3.581125176354833
0.4,EOGVerticalSignal,stopping_rule,4.136840081244859
0.4,EOGVerticalSignal,proba_threshold,3.8097897007424186
0.4,FloodModeling3,dqn,8.383824951179312
0.4,FloodModeling3,dqn_sr,8.384130208813183
0.4,FloodModeling3,stopping_rule,8.383824951179312
0.4,FloodModeling3,proba_threshold,8.383824951179312
0.4,GestureMidAirD1,dqn,2.6808454431549316
0.4,GestureMidAirD1,dqn_sr,2.688601926849053
0.4,GestureMidAirD1,stopping_rule,2.6808454431549316
0.4,GestureMidAirD1,proba_threshold,2.6808454431549316
0.4,GunPointAgeSpan,dqn,3.056472749192299
0.4,GunPointAgeSpan,dqn_sr,3.414209595386133
0.4,GunPointAgeSpan,stopping_rule,3.310143011285775
0.4,GunPointAgeSpan,proba_threshold,6.064263333558896
0.4,HouseholdPowerConsumption1,dqn,8.103152219456636
0.4,HouseholdPowerConsumption1,dqn_sr,7.766843888284743
0.4,HouseholdPowerConsumption1,stopping_rule,7.35252636817623
0.4,HouseholdPowerConsumption1,proba_threshold,8.001489257423351
0.4,HouseTwenty,dqn,5.219537558217212
0.4,HouseTwenty,dqn_sr,3.553230373731504
0.4,HouseTwenty,stopping_rule,1.1715202586925202
0.4,HouseTwenty,proba_threshold,5.827044602633576
0.4,HotwaterPredictor,dqn,7.572988982320744
0.4,HotwaterPredictor,dqn_sr,8.243297671806213
0.4,HotwaterPredictor,stopping_rule,6.811167010126563
0.4,HotwaterPredictor,proba_threshold,6.432032271794998
0.4,InsectEPGRegularTrain,dqn,0.7608738319441688
0.4,InsectEPGRegularTrain,dqn_sr,0.7608738319441688
0.4,InsectEPGRegularTrain,stopping_rule,1.3910773018171034
0.4,InsectEPGRegularTrain,proba_threshold,0.7608738319441688
0.4,MadridPM10Quality_nmv,dqn,8.783857560475742
0.4,MadridPM10Quality_nmv,dqn_sr,8.741515465736022
0.4,MadridPM10Quality_nmv,stopping_rule,8.77943645598664
0.4,MadridPM10Quality_nmv,proba_threshold,8.77943645598664
0.4,MelbournePedestrian,dqn,3.7618907844092897
0.4,MelbournePedestrian,dqn_sr,2.377560294518196
0.4,MelbournePedestrian,stopping_rule,2.377560294518196
0.4,MelbournePedestrian,proba_threshold,2.377560294518196
0.4,ParkingBirmingham_eq,dqn,8.79094820957612
0.4,ParkingBirmingham_eq,dqn_sr,9.081286287835253
0.4,ParkingBirmingham_eq,stopping_rule,8.580623958377622
0.4,ParkingBirmingham_eq,proba_threshold,8.41645230086532
0.4,PLAID,dqn,1.6778514540091447
0.4,PLAID,dqn_sr,1.5846553791869478
0.4,PLAID,stopping_rule,1.6220376307320281
0.4,PLAID,proba_threshold,1.707636093297368
0.4,PrecipitationAndalusia_nmv,dqn,6.481601446961172
0.4,PrecipitationAndalusia_nmv,dqn_sr,6.161265469517394
0.4,PrecipitationAndalusia_nmv,stopping_rule,5.580386490098813
0.4,PrecipitationAndalusia_nmv,proba_threshold,6.560131998908131
0.4,Rock,dqn,6.546810563712527
0.4,Rock,dqn_sr,3.0152630027204386
0.4,Rock,stopping_rule,1.645253978288466
0.4,Rock,proba_threshold,6.671560822751231
0.4,SemgHandGenderCh2,dqn,6.955021329396548
0.4,SemgHandGenderCh2,dqn_sr,4.88917745969402
0.4,SemgHandGenderCh2,stopping_rule,4.184054935828826
0.4,SemgHandGenderCh2,proba_threshold,6.537886689329909
0.4,SmoothSubspace,dqn,7.64894716786045
0.4,SmoothSubspace,dqn_sr,7.64894716786045
0.4,SmoothSubspace,stopping_rule,7.64894716786045
0.4,SmoothSubspace,proba_threshold,7.179848440802832
0.4,SolarRadiationAndalusia_nmv,dqn,8.881348737133802
0.4,SolarRadiationAndalusia_nmv,dqn_sr,8.881348737133802
0.4,SolarRadiationAndalusia_nmv,stopping_rule,8.884236117657313
0.4,SolarRadiationAndalusia_nmv,proba_threshold,8.881348737133802
0.4,SteamPredictor,dqn,8.459998328445858
0.4,SteamPredictor,dqn_sr,8.786967634297085
0.4,SteamPredictor,stopping_rule,8.229556919090076
0.4,SteamPredictor,proba_threshold,8.786967634297085
0.4,TetuanEnergyConsumption,dqn,8.78220252628166
0.4,TetuanEnergyConsumption,dqn_sr,8.78220252628166
0.4,TetuanEnergyConsumption,stopping_rule,8.78220252628166
0.4,TetuanEnergyConsumption,proba_threshold,8.78220252628166
0.4,UMD,dqn,7.538437394656416
0.4,UMD,dqn_sr,6.305126811766291
0.4,UMD,stopping_rule,8.267632858544644
0.4,UMD,proba_threshold,7.487095869173183
0.4,WindTurbinePower,dqn,7.252738616834433
0.4,WindTurbinePower,dqn_sr,6.663840106466165
0.4,WindTurbinePower,stopping_rule,6.922434193759615
0.4,WindTurbinePower,proba_threshold,8.74367979900893
0.5,AcousticContaminationMadrid_nmv,dqn,9.665475353973834
0.5,AcousticContaminationMadrid_nmv,dqn_sr,9.685535257335697
0.5,AcousticContaminationMadrid_nmv,stopping_rule,10.17780346152663
0.5,AcousticContaminationMadrid_nmv,proba_threshold,9.718251105363342
0.5,AluminiumConcentration,dqn,10.474145940117456
0.5,AluminiumConcentration,dqn_sr,9.227430159242886
0.5,AluminiumConcentration,stopping_rule,9.04882601806777
0.5,AluminiumConcentration,proba_threshold,10.557398441608457
0.5,BitcoinSentiment,dqn,7.807004435235203
0.5,BitcoinSentiment,dqn_sr,9.335915668386106
0.5,BitcoinSentiment,stopping_rule,7.807528442356045
0.5,BitcoinSentiment,proba_threshold,7.803899633811033
0.5,BME,dqn,1.078465285918336
0.5,BME,dqn_sr,4.4561304540359075
0.5,BME,stopping_rule,1.0638524176132675
0.5,BME,proba_threshold,1.048966717620643
0.5,ChilledWaterPredictor,dqn,9.843883807372153
0.5,ChilledWaterPredictor,dqn_sr,9.178947903022143
0.5,ChilledWaterPredictor,stopping_rule,9.51233289313696
0.5,ChilledWaterPredictor,proba_threshold,9.01170536221232
0.5,Chinatown,dqn,3.422071676821786
0.5,Chinatown,dqn_sr,3.422071676821786
0.5,Chinatown,stopping_rule,3.5829707621561937
0.5,Chinatown,proba_threshold,3.495274495605075
0.5,Crop,dqn,2.0388510826415858
0.5,Crop,dqn_sr,2.0415747913663234
0.5,Crop,stopping_rule,2.305666898106731
0.5,Crop,proba_threshold,2.0609792496707384
0.5,DhakaHourlyAirQuality,dqn,4.183544586352439
0.5,DhakaHourlyAirQuality,dqn_sr,4.346677922330839
0.5,DhakaHourlyAirQuality,stopping_rule,4.296701566178184
0.5,DhakaHourlyAirQuality,proba_threshold,4.296701566178184
0.5,DodgerLoopDay,dqn,5.161655780519102
0.5,DodgerLoopDay,dqn_sr,4.3501265652756205
0.5,DodgerLoopDay,stopping_rule,3.1689169164233135
0.5,DodgerLoopDay,proba_threshold,5.257636545006093
0.5,ElectricityPredictor,dqn,10.722205633747949
0.5,ElectricityPredictor,dqn_sr,11.960783263308127
0.5,ElectricityPredictor,stopping_rule,10.722205633747949
0.5,ElectricityPredictor,proba_threshold,10.722205633747949
0.5,EOGVerticalSignal,dqn,2.949581200215996
0.5,EOGVerticalSignal,dqn_sr,3.3171401584891766
0.5,EOGVerticalSignal,stopping_rule,3.782465424658714
0.5,EOGVerticalSignal,proba_threshold,4.14806634083275
0.5,FloodModeling3,dqn,10.158781230275764
0.5,FloodModeling3,dqn_sr,10.158781230275764
0.5,FloodModeling3,stopping_rule,10.15771644482334
0.5,FloodModeling3,proba_threshold,10.15771644482334
0.5,GestureMidAirD1,dqn,5.2861971701661625
0.5,GestureMidAirD1,dqn_sr,3.177746930633427
0.5,GestureMidAirD1,stopping_rule,3.0363254509951223
0.5,GestureMidAirD1,proba_threshold,3.0363254509951223
0.5,GunPointAgeSpan,dqn,4.227485074531918
0.5,GunPointAgeSpan,dqn_sr,3.866157795871533
0.5,GunPointAgeSpan,stopping_rule,3.4583376009071114
0.5,GunPointAgeSpan,proba_threshold,6.476317005608022
0.5,HouseholdPowerConsumption1,dqn,9.312900269983063
0.5,HouseholdPowerConsumption1,dqn_sr,8.399895988984222
0.5,HouseholdPowerConsumption1,stopping_rule,8.340671198286394
0.5,HouseholdPowerConsumption1,proba_threshold,9.239641518613514
0.5,HouseTwenty,dqn,5.367195488916491
0.5,HouseTwenty,dqn_sr,1.1453739131258942
0.5,HouseTwenty,stopping_rule,0.9762668822437668
0.5,HouseTwenty,proba_threshold,5.367195488916491
0.5,HotwaterPredictor,dqn,7.7200897862442615
0.5,HotwaterPredictor,dqn_sr,9.142585158223264
0.5,HotwaterPredictor,stopping_rule,9.753267518744554
0.5,HotwaterPredictor,proba_threshold,7.7200897862442615
0.5,InsectEPGRegularTrain,dqn,0.6340615266201409
0.5,InsectEPGRegularTrain,dqn_sr,0.6340615266201409
0.5,InsectEPGRegularTrain,stopping_rule,1.1592310848475866
0.5,InsectEPGRegularTrain,proba_threshold,0.6340615266201409
0.5,MadridPM10Quality_nmv,dqn,10.72684555346117
0.5,MadridPM10Quality_nmv,dqn_sr,10.469008318523038
0.5,MadridPM10Quality_nmv,stopping_rule,10.179338568195964
0.5,MadridPM10Quality_nmv,proba_threshold,10.654345016483814
0.5,MelbournePedestrian,dqn,3.320616650203486
0.5,MelbournePedestrian,dqn_sr,2.6050005512422274
0.5,MelbournePedestrian,stopping_rule,2.6050005512422274
0.5,MelbournePedestrian,proba_threshold,2.6050005512422274
0.5,ParkingBirmingham_eq,dqn,10.433258494269403
0.5,ParkingBirmingham_eq,dqn_sr,9.672510453826222
0.5,ParkingBirmingham_eq,stopping_rule,10.104061768920094
0.5,ParkingBirmingham_eq,proba_threshold,9.978427028076377
0.5,PLAID,dqn,1.7411586703785478
0.5,PLAID,dqn_sr,1.534325248360805
0.5,PLAID,stopping_rule,1.580284196920653
0.5,PLAID,proba_threshold,1.7083757949820693
0.5,PrecipitationAndalusia_nmv,dqn,7.8744631641517255
0.5,PrecipitationAndalusia_nmv,dqn_sr,6.827608488814614
0.5,PrecipitationAndalusia_nmv,stopping_rule,6.553787421616999
0.5,PrecipitationAndalusia_nmv,proba_threshold,7.861991187208922
0.5,Rock,dqn,7.893656602589353
0.5,Rock,dqn_sr,3.249400031281446
0.5,Rock,stopping_rule,1.4345370453991184
0.5,Rock,proba_threshold,7.98026893959428
0.5,SemgHandGenderCh2,dqn,8.181263310189305
0.5,SemgHandGenderCh2,dqn_sr,6.449645483638058
0.5,SemgHandGenderCh2,stopping_rule,4.602097061908636
0.5,SemgHandGenderCh2,proba_threshold,7.841401300937317
0.5,SmoothSubspace,dqn,7.970260519129606
0.5,SmoothSubspace,dqn_sr,9.545021138426591
0.5,SmoothSubspace,stopping_rule,6.937333389098999
0.5,SmoothSubspace,proba_threshold,8.124410737706064
0.5,SolarRadiationAndalusia_nmv,dqn,10.783962231439888
0.5,SolarRadiationAndalusia_nmv,dqn_sr,10.783962231439888
0.5,SolarRadiationAndalusia_nmv,stopping_rule,10.786368381876146
0.5,SolarRadiationAndalusia_nmv,proba_threshold,10.783962231439888
0.5,SteamPredictor,dqn,10.722621493012056
0.5,SteamPredictor,dqn_sr,10.677568948222728
0.5,SteamPredictor,stopping_rule,9.822778914056544
0.5,SteamPredictor,proba_threshold,10.65765821376609
0.5,TetuanEnergyConsumption,dqn,11.205786271125353
0.5,TetuanEnergyConsumption,dqn_sr,10.654865741598348
0.5,TetuanEnergyConsumption,stopping_rule,10.654865741598348
0.5,TetuanEnergyConsumption,proba_threshold,10.654865741598348
0.5,UMD,dqn,8.88206913395756
0.5,UMD,dqn_sr,8.45858567378316
0.5,UMD,stopping_rule,8.860994238296684
0.5,UMD,proba_threshold,8.932428375826138
0.5,WindTurbinePower,dqn,10.606712332507442
0.5,WindTurbinePower,dqn_sr,8.640520100545158
0.5,WindTurbinePower,stopping_rule,8.044029455084189
0.5,WindTurbinePower,proba_threshold,10.606712332507442
0.6,AcousticContaminationMadrid_nmv,dqn,10.8094560270222
0.6,AcousticContaminationMadrid_nmv,dqn_sr,11.357280190641287
0.6,AcousticContaminationMadrid_nmv,stopping_rule,11.756131658110192
0.6,AcousticContaminationMadrid_nmv,proba_threshold,11.385711995401781
0.6,AluminiumConcentration,dqn,11.648447983283562
0.6,AluminiumConcentration,dqn_sr,10.046451798598918
0.6,AluminiumConcentration,stopping_rule,10.00308197847538
0.6,AluminiumConcentration,proba_threshold,10.991950499318511
0.6,BitcoinSentiment,dqn,9.071119707048828
0.6,BitcoinSentiment,dqn_sr,9.211899565295033
0.6,BitcoinSentiment,stopping_rule,9.068022753884836
0.6,BitcoinSentiment,proba_threshold,9.070931059410738
0.6,BME,dqn,0.9590052017861375
0.6,BME,dqn_sr,0.9837716978196773
0.6,BME,stopping_rule,0.960172843181523
0.6,BME,proba_threshold,0.9684853246755083
0.6,ChilledWaterPredictor,dqn,11.36301559516898
0.6,ChilledWaterPredictor,dqn_sr,10.642003332231116
0.6,ChilledWaterPredictor,stopping_rule,10.994085273915516
0.6,ChilledWaterPredictor,proba_threshold,10.547045449190147
0.6,Chinatown,dqn,3.812926158661731
0.6,Chinatown,dqn_sr,3.812926158661731
0.6,Chinatown,stopping_rule,3.9416454269292562
0.6,Chinatown,proba_threshold,3.8714884136883625
0.6,Crop,dqn,2.026313780030508
0.6,Crop,dqn_sr,2.0143531628041607
0.6,Crop,stopping_rule,2.4187279629298293
0.6,Crop,proba_threshold,2.0694500664032573
0.6,DhakaHourlyAirQuality,dqn,5.287053485805368
0.6,DhakaHourlyAirQuality,dqn_sr,4.862482025889407
0.6,DhakaHourlyAirQuality,stopping_rule,4.862482025889407
0.6,DhakaHourlyAirQuality,proba_threshold,4.862482025889407
0.6,DodgerLoopDay,dqn,7.133424719845898
0.6,DodgerLoopDay,dqn_sr,9.82125151844398
0.6,DodgerLoopDay,stopping_rule,3.5059668664719843
0.6,DodgerLoopDay,proba_threshold,6.006109236004875
0.6,ElectricityPredictor,dqn,12.970324344952315
0.6,ElectricityPredictor,dqn_sr,12.610686317697947
0.6,ElectricityPredictor,stopping_rule,12.610686317697947
0.6,ElectricityPredictor,proba_threshold,12.610686317697947
0.6,EOGVerticalSignal,dqn,2.788564236834809
0.6,EOGVerticalSignal,dqn_sr,2.5242581697500266
0.6,EOGVerticalSignal,stopping_rule,3.8079025421172514
0.6,EOGVerticalSignal,proba_threshold,3.074246791691176
0.6,FloodModeling3,dqn,12.363311305268395
0.6,FloodModeling3,dqn_sr,11.864949266439268
0.6,FloodModeling3,stopping_rule,12.492073314139967
0.6,FloodModeling3,proba_threshold,11.931607938467367
0.6,GestureMidAirD1,dqn,6.188770904868907
0.6,GestureMidAirD1,dqn_sr,3.790537173001578
0.6,GestureMidAirD1,stopping_rule,3.4015227268431603
0.6,GestureMidAirD1,proba_threshold,3.3918054588353135
0.6,GunPointAgeSpan,dqn,5.250688732439843
0.6,GunPointAgeSpan,dqn_sr,6.4862585157738355
0.6,GunPointAgeSpan,stopping_rule,3.4983773977988597
0.6,GunPointAgeSpan,proba_threshold,6.888370677657149
0.6,HouseholdPowerConsumption1,dqn,9.822628347621388
0.6,HouseholdPowerConsumption1,dqn_sr,10.917433223976072
0.6,HouseholdPowerConsumption1,stopping_rule,9.00064088148623
0.6,HouseholdPowerConsumption1,proba_threshold,9.837610726087824
0.6,HouseTwenty,dqn,4.301905585649867
0.6,HouseTwenty,dqn_sr,0.8274846286399968
0.6,HouseTwenty,stopping_rule,0.7810135057950135
0.6,HouseTwenty,proba_threshold,4.2937563911331935
0.6,HotwaterPredictor,dqn,9.00814730069352
0.6,HotwaterPredictor,dqn_sr,12.244347926919145
0.6,HotwaterPredictor,stopping_rule,10.995391405641689
0.6,HotwaterPredictor,proba_threshold,9.00814730069352
0.6,InsectEPGRegularTrain,dqn,0.5072492212961128
0.6,InsectEPGRegularTrain,dqn_sr,0.5072492212961128
0.6,InsectEPGRegularTrain,stopping_rule,0.9273848678780688
0.6,InsectEPGRegularTrain,proba_threshold,0.5072492212961128
0.6,MadridPM10Quality_nmv,dqn,12.457023562149729
0.6,MadridPM10Quality_nmv,dqn_sr,11.615560179136175
0.6,MadridPM10Quality_nmv,stopping_rule,11.485984094807131
0.6,MadridPM10Quality_nmv,proba_threshold,12.529253576980981
0.6,MelbournePedestrian,dqn,3.0437147562191575
0.6,MelbournePedestrian,dqn_sr,2.8324408079662584
0.6,MelbournePedestrian,stopping_rule,2.2621833344757145
0.6,MelbournePedestrian,proba_threshold,2.8324408079662584
0.6,ParkingBirmingham_eq,dqn,11.274676938359361
0.6,ParkingBirmingham_eq,dqn_sr,10.732754666681279
0.6,ParkingBirmingham_eq,stopping_rule,10.764645334674828
0.6,ParkingBirmingham_eq,proba_threshold,11.19359185431761
0.6,PLAID,dqn,2.106618195788044
0.6,PLAID,dqn_sr,1.51079486478223
0.6,PLAID,stopping_rule,1.538530763109278
0.6,PLAID,proba_threshold,1.7091154966667694
0.6,PrecipitationAndalusia_nmv,dqn,8.386998332075242
0.6,PrecipitationAndalusia_nmv,dqn_sr,7.797567158715417
0.6,PrecipitationAndalusia_nmv,stopping_rule,7.527188353135182
0.6,PrecipitationAndalusia_nmv,proba_threshold,9.16385037550971
0.6,Rock,dqn,9.304548579819198
0.6,Rock,dqn_sr,5.135351573033994
0.6,Rock,stopping_rule,1.223820112509771
0.6,Rock,proba_threshold,9.288977056437327
0.6,SemgHandGenderCh2,dqn,9.326386186417816
0.6,SemgHandGenderCh2,dqn_sr,6.280352010436248
0.6,SemgHandGenderCh2,stopping_rule,5.020139187988447
0.6,SemgHandGenderCh2,proba_threshold,9.144915912544725
0.6,SmoothSubspace,dqn,10.004555135568346
0.6,SmoothSubspace,dqn_sr,10.274707241845388
0.6,SmoothSubspace,stopping_rule,7.809509890223591
0.6,SmoothSubspace,proba_threshold,10.827555148535557
0.6,SolarRadiationAndalusia_nmv,dqn,12.686575725745966
0.6,SolarRadiationAndalusia_nmv,dqn_sr,12.686575725745966
0.6,SolarRadiationAndalusia_nmv,stopping_rule,12.688500646094974
0.6,SolarRadiationAndalusia_nmv,proba_threshold,12.686575725745966
0.6,SteamPredictor,dqn,14.573046031472247
0.6,SteamPredictor,dqn_sr,12.551584773512895
0.6,SteamPredictor,stopping_rule,11.944911064067348
0.6,SteamPredictor,proba_threshold,13.500674199191703
0.6,TetuanEnergyConsumption,dqn,12.52752895691504
0.6,TetuanEnergyConsumption,dqn_sr,12.52752895691504
0.6,TetuanEnergyConsumption,stopping_rule,12.53267963291804
0.6,TetuanEnergyConsumption,proba_threshold,12.533857990857769
0.6,UMD,dqn,10.38988559246138
0.6,UMD,dqn_sr,9.16269769769005
0.6,UMD,stopping_rule,10.343299523240223
0.6,UMD,proba_threshold,10.377760882479093
0.6,WindTurbinePower,dqn,12.469744866005954
0.6,WindTurbinePower,dqn_sr,9.600364586072658
0.6,WindTurbinePower,stopping_rule,9.02037981406735
0.6,WindTurbinePower,proba_threshold,10.266910931746324
0.7,AcousticContaminationMadrid_nmv,dqn,13.514925762541527
0.7,AcousticContaminationMadrid_nmv,dqn_sr,13.03354337662364
0.7,AcousticContaminationMadrid_nmv,stopping_rule,13.098601852632502
0.7,AcousticContaminationMadrid_nmv,proba_threshold,13.053172885440226
0.7,AluminiumConcentration,dqn,11.426502557028567
0.7,AluminiumConcentration,dqn_sr,11.916216569736603
0.7,AluminiumConcentration,stopping_rule,10.957337938882993
0.7,AluminiumConcentration,proba_threshold,11.426502557028567
0.7,BitcoinSentiment,dqn,10.338339780286622
0.7,BitcoinSentiment,dqn_sr,10.34135642002625
0.7,BitcoinSentiment,stopping_rule,10.328517065413628
0.7,BitcoinSentiment,proba_threshold,10.335698294558053
0.7,BME,dqn,0.8561700806419105
0.7,BME,dqn_sr,0.8473255087452034
0.7,BME,stopping_rule,0.8564932687497785
0.7,BME,proba_threshold,0.8627276298702679
0.7,ChilledWaterPredictor,dqn,13.161830687026935
0.7,ChilledWaterPredictor,dqn_sr,12.578527801134149
0.7,ChilledWaterPredictor,stopping_rule,12.4231001873207
0.7,ChilledWaterPredictor,proba_threshold,12.082385536167974
0.7,Chinatown,dqn,4.203780640501676
0.7,Chinatown,dqn_sr,4.203780640501676
0.7,Chinatown,stopping_rule,5.410103753696744
0.7,Chinatown,proba_threshold,5.5499190884412855
0.7,Crop,dqn,2.035212616930201
0.7,Crop,dqn_sr,2.0996269501336338
0.7,Crop,stopping_rule,2.477948811342735
0.7,Crop,proba_threshold,2.0779208831357767
0.7,DhakaHourlyAirQuality,dqn,5.602134417607754
0.7,DhakaHourlyAirQuality,dqn_sr,5.42826248560063
0.7,DhakaHourlyAirQuality,stopping_rule,5.42826248560063
0.7,DhakaHourlyAirQuality,proba_threshold,5.42826248560063
0.7,DodgerLoopDay,dqn,5.292707193379165
0.7,DodgerLoopDay,dqn_sr,3.9584774170539334
0.7,DodgerLoopDay,stopping_rule,3.8430168165206546
0.7,DodgerLoopDay,proba_threshold,6.754581927003656
0.7,ElectricityPredictor,dqn,14.894325315760398
0.7,ElectricityPredictor,dqn_sr,15.111298041099161
